"ID";"Geslacht";"Leeftijd";"Onderwijssoort";"Migratieachtergrond";"RegioS";"Perioden";"Gediplomeerden_1"
"88348859";"3000   ";"10000";"A043054";"T001040";"GM1680";"2019SJ00";"       7"
"88348879";"3000   ";"10000";"A043054";"T001040";"GM0738";"2019SJ00";""
"88348899";"3000   ";"10000";"A043054";"T001040";"GM0358";"2019SJ00";"      20"
"88348919";"3000   ";"10000";"A043054";"T001040";"GM0197";"2019SJ00";"       6"
"88348939";"3000   ";"10000";"A043054";"T001040";"GM0480";"2019SJ00";""
"88348959";"3000   ";"10000";"A043054";"T001040";"GM0305";"2019SJ00";""
"88348979";"3000   ";"10000";"A043054";"T001040";"GM0059";"2019SJ00";"       5"
"88348999";"3000   ";"10000";"A043054";"T001040";"GM0360";"2019SJ00";""
"88349019";"3000   ";"10000";"A043054";"T001040";"GM0482";"2019SJ00";"       4"
"88349039";"3000   ";"10000";"A043054";"T001040";"GM0613";"2019SJ00";"      13"
"88349059";"3000   ";"10000";"A043054";"T001040";"GM0483";"2019SJ00";""
"88349079";"3000   ";"10000";"A043054";"T001040";"GM0361";"2019SJ00";"      36"
"88349099";"3000   ";"10000";"A043054";"T001040";"GM0141";"2019SJ00";"      26"
"88349119";"3000   ";"10000";"A043054";"T001040";"GM0034";"2019SJ00";"      85"
"88349139";"3000   ";"10000";"A043054";"T001040";"GM0484";"2019SJ00";"      60"
"88349159";"3000   ";"10000";"A043054";"T001040";"GM1723";"2019SJ00";"       4"
"88349179";"3000   ";"10000";"A043054";"T001040";"GM1959";"2019SJ00";"      24"
"88349199";"3000   ";"10000";"A043054";"T001040";"GM0142";"2019SJ00";""
"88349219";"3000   ";"10000";"A043054";"T001040";"GM1679";"2019SJ00";""
"88349239";"3000   ";"10000";"A043054";"T001040";"GM0060";"2019SJ00";"       0"
"88349259";"3000   ";"10000";"A043054";"T001040";"GM0306";"2019SJ00";""
"88349279";"3000   ";"10000";"A043054";"T001040";"GM0307";"2019SJ00";"      71"
"88349299";"3000   ";"10000";"A043054";"T001040";"GM0362";"2019SJ00";"     187"
"88349319";"3000   ";"10000";"A043054";"T001040";"GM0363";"2019SJ00";"    1627"
"88349339";"3000   ";"10000";"A043054";"T001040";"GM0364";"2019SJ00";""
"88349359";"3000   ";"10000";"A043054";"T001040";"GM0199";"2019SJ00";""
"88349379";"3000   ";"10000";"A043054";"T001040";"GM0366";"2019SJ00";""
"88349399";"3000   ";"10000";"A043054";"T001040";"GM0200";"2019SJ00";"      51"
"88349419";"3000   ";"10000";"A043054";"T001040";"GM0003";"2019SJ00";"       3"
"88349439";"3000   ";"10000";"A043054";"T001040";"GM0885";"2019SJ00";""
"88349459";"3000   ";"10000";"A043054";"T001040";"GM0202";"2019SJ00";"      71"
"88349479";"3000   ";"10000";"A043054";"T001040";"GM0106";"2019SJ00";"      15"
"88349499";"3000   ";"10000";"A043054";"T001040";"GM0743";"2019SJ00";"       3"
"88349519";"3000   ";"10000";"A043054";"T001040";"GM0143";"2019SJ00";""
"88349539";"3000   ";"10000";"A043054";"T001040";"GM0650";"2019SJ00";""
"88349559";"3000   ";"10000";"A043054";"T001040";"GM0744";"2019SJ00";"       0"
"88349579";"3000   ";"10000";"A043054";"T001040";"GM0308";"2019SJ00";"       8"
"88349599";"3000   ";"10000";"A043054";"T001040";"GM0489";"2019SJ00";"      31"
"88349619";"3000   ";"10000";"A043054";"T001040";"GM0203";"2019SJ00";"      28"
"88349639";"3000   ";"10000";"A043054";"T001040";"GM0144";"2019SJ00";""
"88349659";"3000   ";"10000";"A043054";"T001040";"GM0005";"2019SJ00";""
"88349679";"3000   ";"10000";"A043054";"T001040";"GM0888";"2019SJ00";"       6"
"88349699";"3000   ";"10000";"A043054";"T001040";"GM1954";"2019SJ00";"      19"
"88349719";"3000   ";"10000";"A043054";"T001040";"GM0370";"2019SJ00";"       1"
"88349739";"3000   ";"10000";"A043054";"T001040";"GM0889";"2019SJ00";"       5"
"88349759";"3000   ";"10000";"A043054";"T001040";"GM0890";"2019SJ00";""
"88349779";"3000   ";"10000";"A043054";"T001040";"GM0007";"2019SJ00";""
"88349799";"3000   ";"10000";"A043054";"T001040";"GM0206";"2019SJ00";""
"88349819";"3000   ";"10000";"A043054";"T001040";"GM0372";"2019SJ00";""
"88349839";"3000   ";"10000";"A043054";"T001040";"GM1945";"2019SJ00";"      25"
"88349859";"3000   ";"10000";"A043054";"T001040";"GM0491";"2019SJ00";""
"88349879";"3000   ";"10000";"A043054";"T001040";"GM1724";"2019SJ00";"       8"
"88349899";"3000   ";"10000";"A043054";"T001040";"GM0893";"2019SJ00";"       0"
"88349919";"3000   ";"10000";"A043054";"T001040";"GM0373";"2019SJ00";"      15"
"88349939";"3000   ";"10000";"A043054";"T001040";"GM0748";"2019SJ00";"      16"
"88349959";"3000   ";"10000";"A043054";"T001040";"GM0207";"2019SJ00";""
"88349979";"3000   ";"10000";"A043054";"T001040";"GM0492";"2019SJ00";""
"88349999";"3000   ";"10000";"A043054";"T001040";"GM0493";"2019SJ00";""
"88350019";"3000   ";"10000";"A043054";"T001040";"GM1859";"2019SJ00";"      12"
"88350039";"3000   ";"10000";"A043054";"T001040";"GM1721";"2019SJ00";"      18"
"88350059";"3000   ";"10000";"A043054";"T001040";"GM0568";"2019SJ00";""
"88350079";"3000   ";"10000";"A043054";"T001040";"GM0753";"2019SJ00";"      19"
"88350099";"3000   ";"10000";"A043054";"T001040";"GM0209";"2019SJ00";"       7"
"88350119";"3000   ";"10000";"A043054";"T001040";"GM0375";"2019SJ00";"      26"
"88350139";"3000   ";"10000";"A043054";"T001040";"GM0063";"2019SJ00";""
"88350159";"3000   ";"10000";"A043054";"T001040";"GM0310";"2019SJ00";"      33"
"88350179";"3000   ";"10000";"A043054";"T001040";"GM0585";"2019SJ00";""
"88350199";"3000   ";"10000";"A043054";"T001040";"GM1728";"2019SJ00";"       7"
"88350219";"3000   ";"10000";"A043054";"T001040";"GM0376";"2019SJ00";"      10"
"88350239";"3000   ";"10000";"A043054";"T001040";"GM0495";"2019SJ00";""
"88350259";"3000   ";"10000";"A043054";"T001040";"GM0377";"2019SJ00";"      25"
"88350279";"3000   ";"10000";"A043054";"T001040";"GM0055";"2019SJ00";""
"88350299";"3000   ";"10000";"A043054";"T001040";"GM0497";"2019SJ00";""
"88350319";"3000   ";"10000";"A043054";"T001040";"GM1901";"2019SJ00";"      19"
"88350339";"3000   ";"10000";"A043054";"T001040";"GM0755";"2019SJ00";"       4"
"88350359";"3000   ";"10000";"A043054";"T001040";"GM0009";"2019SJ00";""
"88350379";"3000   ";"10000";"A043054";"T001040";"GM0064";"2019SJ00";""
"88350399";"3000   ";"10000";"A043054";"T001040";"GM0211";"2019SJ00";""
"88350419";"3000   ";"10000";"A043054";"T001040";"GM1681";"2019SJ00";"       4"
"88350439";"3000   ";"10000";"A043054";"T001040";"GM0897";"2019SJ00";""
"88350459";"3000   ";"10000";"A043054";"T001040";"GM0147";"2019SJ00";"       9"
"88350479";"3000   ";"10000";"A043054";"T001040";"GM0654";"2019SJ00";"       4"
"88350499";"3000   ";"10000";"A043054";"T001040";"GM0499";"2019SJ00";""
"88350519";"3000   ";"10000";"A043054";"T001040";"GM0756";"2019SJ00";"      10"
"88350539";"3000   ";"10000";"A043054";"T001040";"GM0757";"2019SJ00";"      16"
"88350559";"3000   ";"10000";"A043054";"T001040";"GM0758";"2019SJ00";"      59"
"88350579";"3000   ";"10000";"A043054";"T001040";"GM0194";"2019SJ00";""
"88350599";"3000   ";"10000";"A043054";"T001040";"GM0311";"2019SJ00";""
"88350619";"3000   ";"10000";"A043054";"T001040";"GM0501";"2019SJ00";"       5"
"88350639";"3000   ";"10000";"A043054";"T001040";"GM0898";"2019SJ00";""
"88350659";"3000   ";"10000";"A043054";"T001040";"GM1876";"2019SJ00";"      10"
"88350679";"3000   ";"10000";"A043054";"T001040";"GM0213";"2019SJ00";"       0"
"88350699";"3000   ";"10000";"A043054";"T001040";"GM0899";"2019SJ00";"       6"
"88350719";"3000   ";"10000";"A043054";"T001040";"GM0312";"2019SJ00";"      14"
"88350739";"3000   ";"10000";"A043054";"T001040";"GM0313";"2019SJ00";"       8"
"88350759";"3000   ";"10000";"A043054";"T001040";"GM0214";"2019SJ00";"       4"
"88350779";"3000   ";"10000";"A043054";"T001040";"GM0381";"2019SJ00";""
"88350799";"3000   ";"10000";"A043054";"T001040";"GM0502";"2019SJ00";"      42"
"88350819";"3000   ";"10000";"A043054";"T001040";"GM0383";"2019SJ00";"      30"
"88350839";"3000   ";"10000";"A043054";"T001040";"GM0109";"2019SJ00";"       4"
"88350859";"3000   ";"10000";"A043054";"T001040";"GM1706";"2019SJ00";"       6"
"88350879";"3000   ";"10000";"A043054";"T001040";"GM0611";"2019SJ00";""
"88350899";"3000   ";"10000";"A043054";"T001040";"GM1684";"2019SJ00";"       5"
"88350919";"3000   ";"10000";"A043054";"T001040";"GM0216";"2019SJ00";"      15"
"88350939";"3000   ";"10000";"A043054";"T001040";"GM0148";"2019SJ00";"       9"
"88350959";"3000   ";"10000";"A043054";"T001040";"GM0065";"2019SJ00";""
"88350979";"3000   ";"10000";"A043054";"T001040";"GM1891";"2019SJ00";"       7"
"88350999";"3000   ";"10000";"A043054";"T001040";"GM0503";"2019SJ00";"    1008"
"88351019";"3000   ";"10000";"A043054";"T001040";"GM0010";"2019SJ00";"       5"
"88351039";"3000   ";"10000";"A043054";"T001040";"GM0149";"2019SJ00";""
"88351059";"3000   ";"10000";"A043054";"T001040";"GM0762";"2019SJ00";"      12"
"88351079";"3000   ";"10000";"A043054";"T001040";"GM0150";"2019SJ00";"      20"
"88351099";"3000   ";"10000";"A043054";"T001040";"GM0218";"2019SJ00";""
"88351119";"3000   ";"10000";"A043054";"T001040";"GM0384";"2019SJ00";"      93"
"88351139";"3000   ";"10000";"A043054";"T001040";"GM0151";"2019SJ00";""
"88351159";"3000   ";"10000";"A043054";"T001040";"GM1774";"2019SJ00";"      26"
"88351179";"3000   ";"10000";"A043054";"T001040";"GM0219";"2019SJ00";""
"88351199";"3000   ";"10000";"A043054";"T001040";"GM0504";"2019SJ00";""
"88351219";"3000   ";"10000";"A043054";"T001040";"GM0220";"2019SJ00";""
"88351239";"3000   ";"10000";"A043054";"T001040";"GM0221";"2019SJ00";"       4"
"88351259";"3000   ";"10000";"A043054";"T001040";"GM0222";"2019SJ00";"      12"
"88351279";"3000   ";"10000";"A043054";"T001040";"GM0766";"2019SJ00";"      17"
"88351299";"3000   ";"10000";"A043054";"T001040";"GM0058";"2019SJ00";""
"88351319";"3000   ";"10000";"A043054";"T001040";"GM0315";"2019SJ00";""
"88351339";"3000   ";"10000";"A043054";"T001040";"GM0505";"2019SJ00";"      58"
"88351359";"3000   ";"10000";"A043054";"T001040";"GM0498";"2019SJ00";"       7"
"88351379";"3000   ";"10000";"A043054";"T001040";"GM0316";"2019SJ00";""
"88351399";"3000   ";"10000";"A043054";"T001040";"GM1719";"2019SJ00";"       4"
"88351419";"3000   ";"10000";"A043054";"T001040";"GM0303";"2019SJ00";"       6"
"88351439";"3000   ";"10000";"A043054";"T001040";"GM0225";"2019SJ00";"       8"
"88351459";"3000   ";"10000";"A043054";"T001040";"GM0226";"2019SJ00";"       9"
"88351479";"3000   ";"10000";"A043054";"T001040";"GM0902";"2019SJ00";""
"88351499";"3000   ";"10000";"A043054";"T001040";"GM0227";"2019SJ00";""
"88351519";"3000   ";"10000";"A043054";"T001040";"GM1711";"2019SJ00";"      15"
"88351539";"3000   ";"10000";"A043054";"T001040";"GM0385";"2019SJ00";"      29"
"88351559";"3000   ";"10000";"A043054";"T001040";"GM0228";"2019SJ00";"      81"
"88351579";"3000   ";"10000";"A043054";"T001040";"GM0317";"2019SJ00";"       4"
"88351599";"3000   ";"10000";"A043054";"T001040";"GM1651";"2019SJ00";""
"88351619";"3000   ";"10000";"A043054";"T001040";"GM0770";"2019SJ00";"      11"
"88351639";"3000   ";"10000";"A043054";"T001040";"GM0357";"2019SJ00";""
"88351659";"3000   ";"10000";"A043054";"T001040";"GM0229";"2019SJ00";""
"88351679";"3000   ";"10000";"A043054";"T001040";"GM0905";"2019SJ00";""
"88351699";"3000   ";"10000";"A043054";"T001040";"GM1903";"2019SJ00";"      12"
"88351719";"3000   ";"10000";"A043054";"T001040";"GM0772";"2019SJ00";"     621"
"88351739";"3000   ";"10000";"A043054";"T001040";"GM0230";"2019SJ00";"       3"
"88351759";"3000   ";"10000";"A043054";"T001040";"GM0231";"2019SJ00";""
"88351779";"3000   ";"10000";"A043054";"T001040";"GM0114";"2019SJ00";"      18"
"88351799";"3000   ";"10000";"A043054";"T001040";"GM0388";"2019SJ00";"       5"
"88351819";"3000   ";"10000";"A043054";"T001040";"GM0153";"2019SJ00";"     449"
"88351839";"3000   ";"10000";"A043054";"T001040";"GM0232";"2019SJ00";"       8"
"88351859";"3000   ";"10000";"A043054";"T001040";"GM0233";"2019SJ00";"      11"
"88351879";"3000   ";"10000";"A043054";"T001040";"GM0777";"2019SJ00";"       8"
"88351899";"3000   ";"10000";"A043054";"T001040";"GM1722";"2019SJ00";""
"88351919";"3000   ";"10000";"A043054";"T001040";"GM0070";"2019SJ00";""
"88351939";"3000   ";"10000";"A043054";"T001040";"GM1921";"2019SJ00";""
"88351959";"3000   ";"10000";"A043054";"T001040";"GM1940";"2019SJ00";"       9"
"88351979";"3000   ";"10000";"A043054";"T001040";"GM0653";"2019SJ00";""
"88351999";"3000   ";"10000";"A043054";"T001040";"GM0779";"2019SJ00";"       5"
"88352019";"3000   ";"10000";"A043054";"T001040";"GM0236";"2019SJ00";""
"88352039";"3000   ";"10000";"A043054";"T001040";"GM0781";"2019SJ00";""
"88352059";"3000   ";"10000";"A043054";"T001040";"GM1771";"2019SJ00";"      20"
"88352079";"3000   ";"10000";"A043054";"T001040";"GM0906";"2019SJ00";""
"88352099";"3000   ";"10000";"A043054";"T001040";"GM1652";"2019SJ00";"       8"
"88352119";"3000   ";"10000";"A043054";"T001040";"GM0237";"2019SJ00";""
"88352139";"3000   ";"10000";"A043054";"T001040";"GM0238";"2019SJ00";""
"88352159";"3000   ";"10000";"A043054";"T001040";"GM0154";"2019SJ00";""
"88352179";"3000   ";"10000";"A043054";"T001040";"GM0907";"2019SJ00";"       5"
"88352199";"3000   ";"10000";"A043054";"T001040";"GM0689";"2019SJ00";""
"88352219";"3000   ";"10000";"A043054";"T001040";"GM0784";"2019SJ00";"      13"
"88352239";"3000   ";"10000";"A043054";"T001040";"GM0511";"2019SJ00";""
"88352259";"3000   ";"10000";"A043054";"T001040";"GM1924";"2019SJ00";"       6"
"88352279";"3000   ";"10000";"A043054";"T001040";"GM0664";"2019SJ00";"      12"
"88352299";"3000   ";"10000";"A043054";"T001040";"GM0785";"2019SJ00";"       9"
"88352319";"3000   ";"10000";"A043054";"T001040";"GM1942";"2019SJ00";"      39"
"88352339";"3000   ";"10000";"A043054";"T001040";"GM0156";"2019SJ00";""
"88352359";"3000   ";"10000";"A043054";"T001040";"GM0512";"2019SJ00";"      22"
"88352379";"3000   ";"10000";"A043054";"T001040";"GM0239";"2019SJ00";""
"88352399";"3000   ";"10000";"A043054";"T001040";"GM0513";"2019SJ00";"      28"
"88352419";"3000   ";"10000";"A043054";"T001040";"GM0693";"2019SJ00";""
"88352439";"3000   ";"10000";"A043054";"T001040";"GM0365";"2019SJ00";""
"88352459";"3000   ";"10000";"A043054";"T001040";"GM0157";"2019SJ00";""
"88352479";"3000   ";"10000";"A043054";"T001040";"GM0786";"2019SJ00";"       3"
"88352499";"3000   ";"10000";"A043054";"T001040";"GM0390";"2019SJ00";""
"88352519";"3000   ";"10000";"A043054";"T001040";"GM0517";"2019SJ00";""
"88352539";"3000   ";"10000";"A043054";"T001040";"GM0518";"2019SJ00";"     471"
"88352559";"3000   ";"10000";"A043054";"T001040";"GM0519";"2019SJ00";""
"88352579";"3000   ";"10000";"A043054";"T001040";"GM0240";"2019SJ00";""
"88352599";"3000   ";"10000";"A043054";"T001040";"GM0241";"2019SJ00";""
"88352619";"3000   ";"10000";"A043054";"T001040";"GM0014";"2019SJ00";"    1319"
"88352639";"3000   ";"10000";"A043054";"T001040";"GM0015";"2019SJ00";""
"88352659";"3000   ";"10000";"A043054";"T001040";"GM0912";"2019SJ00";""
"88352679";"3000   ";"10000";"A043054";"T001040";"GM1729";"2019SJ00";"       4"
"88352699";"3000   ";"10000";"A043054";"T001040";"GM0158";"2019SJ00";"       9"
"88352719";"3000   ";"10000";"A043054";"T001040";"GM0788";"2019SJ00";"       5"
"88352739";"3000   ";"10000";"A043054";"T001040";"GM0392";"2019SJ00";"      95"
"88352759";"3000   ";"10000";"A043054";"T001040";"GM0393";"2019SJ00";""
"88352779";"3000   ";"10000";"A043054";"T001040";"GM0394";"2019SJ00";"     110"
"88352799";"3000   ";"10000";"A043054";"T001040";"GM0914";"2019SJ00";""
"88352819";"3000   ";"10000";"A043054";"T001040";"GM1655";"2019SJ00";"      10"
"88352839";"3000   ";"10000";"A043054";"T001040";"GM0159";"2019SJ00";""
"88352859";"3000   ";"10000";"A043054";"T001040";"GM0160";"2019SJ00";"      11"
"88352879";"3000   ";"10000";"A043054";"T001040";"GM0243";"2019SJ00";"      18"
"88352899";"3000   ";"10000";"A043054";"T001040";"GM0523";"2019SJ00";"       6"
"88352919";"3000   ";"10000";"A043054";"T001040";"GM0017";"2019SJ00";""
"88352939";"3000   ";"10000";"A043054";"T001040";"GM0395";"2019SJ00";""
"88352959";"3000   ";"10000";"A043054";"T001040";"GM0072";"2019SJ00";"       0"
"88352979";"3000   ";"10000";"A043054";"T001040";"GM0318";"2019SJ00";""
"88352999";"3000   ";"10000";"A043054";"T001040";"GM0161";"2019SJ00";""
"88353019";"3000   ";"10000";"A043054";"T001040";"GM0244";"2019SJ00";"       3"
"88353039";"3000   ";"10000";"A043054";"T001040";"GM1937";"2019SJ00";""
"88353059";"3000   ";"10000";"A043054";"T001040";"GM0396";"2019SJ00";"      28"
"88353079";"3000   ";"10000";"A043054";"T001040";"GM0397";"2019SJ00";"      16"
"88353099";"3000   ";"10000";"A043054";"T001040";"GM0246";"2019SJ00";"       6"
"88353119";"3000   ";"10000";"A043054";"T001040";"GM0074";"2019SJ00";"      14"
"88353139";"3000   ";"10000";"A043054";"T001040";"GM0398";"2019SJ00";"      13"
"88353159";"3000   ";"10000";"A043054";"T001040";"GM0526";"2019SJ00";""
"88353179";"3000   ";"10000";"A043054";"T001040";"GM0917";"2019SJ00";"      18"
"88353199";"3000   ";"10000";"A043054";"T001040";"GM1658";"2019SJ00";"       4"
"88353219";"3000   ";"10000";"A043054";"T001040";"GM0399";"2019SJ00";"      15"
"88353239";"3000   ";"10000";"A043054";"T001040";"GM0162";"2019SJ00";""
"88353259";"3000   ";"10000";"A043054";"T001040";"GM0918";"2019SJ00";""
"88353279";"3000   ";"10000";"A043054";"T001040";"GM0400";"2019SJ00";"       7"
"88353299";"3000   ";"10000";"A043054";"T001040";"GM0163";"2019SJ00";"       9"
"88353319";"3000   ";"10000";"A043054";"T001040";"GM0530";"2019SJ00";"       8"
"88353339";"3000   ";"10000";"A043054";"T001040";"GM0794";"2019SJ00";"      38"
"88353359";"3000   ";"10000";"A043054";"T001040";"GM0531";"2019SJ00";"      11"
"88353379";"3000   ";"10000";"A043054";"T001040";"GM0248";"2019SJ00";""
"88353399";"3000   ";"10000";"A043054";"T001040";"GM0164";"2019SJ00";"      43"
"88353419";"3000   ";"10000";"A043054";"T001040";"GM0796";"2019SJ00";"      47"
"88353439";"3000   ";"10000";"A043054";"T001040";"GM0251";"2019SJ00";""
"88353459";"3000   ";"10000";"A043054";"T001040";"GM0252";"2019SJ00";"      12"
"88353479";"3000   ";"10000";"A043054";"T001040";"GM0797";"2019SJ00";"      17"
"88353499";"3000   ";"10000";"A043054";"T001040";"GM0920";"2019SJ00";""
"88353519";"3000   ";"10000";"A043054";"T001040";"GM0534";"2019SJ00";"      12"
"88353539";"3000   ";"10000";"A043054";"T001040";"GM0798";"2019SJ00";"       7"
"88353559";"3000   ";"10000";"A043054";"T001040";"GM0402";"2019SJ00";"      41"
"88353579";"3000   ";"10000";"A043054";"T001040";"GM1963";"2019SJ00";"      26"
"88353599";"3000   ";"10000";"A043054";"T001040";"GM1735";"2019SJ00";"      10"
"88353619";"3000   ";"10000";"A043054";"T001040";"GM1966";"2019SJ00";"      10"
"88353639";"3000   ";"10000";"A043054";"T001040";"GM1911";"2019SJ00";"      12"
"88353659";"3000   ";"10000";"A043054";"T001040";"GM0165";"2019SJ00";""
"88353679";"3000   ";"10000";"A043054";"T001040";"GM0675";"2019SJ00";""
"88353699";"3000   ";"10000";"A043054";"T001040";"GM0118";"2019SJ00";"       6"
"88353719";"3000   ";"10000";"A043054";"T001040";"GM0018";"2019SJ00";""
"88353739";"3000   ";"10000";"A043054";"T001040";"GM0405";"2019SJ00";"      25"
"88353759";"3000   ";"10000";"A043054";"T001040";"GM0923";"2019SJ00";""
"88353779";"3000   ";"10000";"A043054";"T001040";"GM1507";"2019SJ00";"      17"
"88353799";"3000   ";"10000";"A043054";"T001040";"GM0321";"2019SJ00";"      40"
"88353819";"3000   ";"10000";"A043054";"T001040";"GM0255";"2019SJ00";""
"88353839";"3000   ";"10000";"A043054";"T001040";"GM0406";"2019SJ00";"      23"
"88353859";"3000   ";"10000";"A043054";"T001040";"GM0677";"2019SJ00";"       2"
"88353879";"3000   ";"10000";"A043054";"T001040";"GM0256";"2019SJ00";""
"88353899";"3000   ";"10000";"A043054";"T001040";"GM0925";"2019SJ00";""
"88353919";"3000   ";"10000";"A043054";"T001040";"GM0195";"2019SJ00";""
"88353939";"3000   ";"10000";"A043054";"T001040";"GM0191";"2019SJ00";""
"88353959";"3000   ";"10000";"A043054";"T001040";"GM0353";"2019SJ00";"      19"
"88353979";"3000   ";"10000";"A043054";"T001040";"GM0645";"2019SJ00";""
"88353999";"3000   ";"10000";"A043054";"T001040";"GM1884";"2019SJ00";"      13"
"88354019";"3000   ";"10000";"A043054";"T001040";"GM0166";"2019SJ00";"      21"
"88354039";"3000   ";"10000";"A043054";"T001040";"GM0678";"2019SJ00";"       2"
"88354059";"3000   ";"10000";"A043054";"T001040";"GM0537";"2019SJ00";"      35"
"88354079";"3000   ";"10000";"A043054";"T001040";"GM0928";"2019SJ00";"      10"
"88354099";"3000   ";"10000";"A043054";"T001040";"GM0929";"2019SJ00";""
"88354119";"3000   ";"10000";"A043054";"T001040";"GM0258";"2019SJ00";""
"88354139";"3000   ";"10000";"A043054";"T001040";"GM1598";"2019SJ00";"       2"
"88354159";"3000   ";"10000";"A043054";"T001040";"GM0079";"2019SJ00";""
"88354179";"3000   ";"10000";"A043054";"T001040";"GM0588";"2019SJ00";""
"88354199";"3000   ";"10000";"A043054";"T001040";"GM0542";"2019SJ00";"      12"
"88354219";"3000   ";"10000";"A043054";"T001040";"GM1931";"2019SJ00";"      22"
"88354239";"3000   ";"10000";"A043054";"T001040";"GM1659";"2019SJ00";"      12"
"88354259";"3000   ";"10000";"A043054";"T001040";"GM1685";"2019SJ00";"       8"
"88354279";"3000   ";"10000";"A043054";"T001040";"GM0882";"2019SJ00";"      10"
"88354299";"3000   ";"10000";"A043054";"T001040";"GM0415";"2019SJ00";"       4"
"88354319";"3000   ";"10000";"A043054";"T001040";"GM0416";"2019SJ00";"       6"
"88354339";"3000   ";"10000";"A043054";"T001040";"GM1621";"2019SJ00";"      41"
"88354359";"3000   ";"10000";"A043054";"T001040";"GM0417";"2019SJ00";"       5"
"88354379";"3000   ";"10000";"A043054";"T001040";"GM0022";"2019SJ00";""
"88354399";"3000   ";"10000";"A043054";"T001040";"GM0545";"2019SJ00";""
"88354419";"3000   ";"10000";"A043054";"T001040";"GM0326";"2019SJ00";""
"88354439";"3000   ";"10000";"A043054";"T001040";"GM0080";"2019SJ00";"      26"
"88354459";"3000   ";"10000";"A043054";"T001040";"GM0081";"2019SJ00";""
"88354479";"3000   ";"10000";"A043054";"T001040";"GM0546";"2019SJ00";"     675"
"88354499";"3000   ";"10000";"A043054";"T001040";"GM0547";"2019SJ00";"      21"
"88354519";"3000   ";"10000";"A043054";"T001040";"GM0548";"2019SJ00";""
"88354539";"3000   ";"10000";"A043054";"T001040";"GM1916";"2019SJ00";"      51"
"88354559";"3000   ";"10000";"A043054";"T001040";"GM0995";"2019SJ00";"      21"
"88354579";"3000   ";"10000";"A043054";"T001040";"GM0082";"2019SJ00";""
"88354599";"3000   ";"10000";"A043054";"T001040";"GM1640";"2019SJ00";"       6"
"88354619";"3000   ";"10000";"A043054";"T001040";"GM0327";"2019SJ00";"      16"
"88354639";"3000   ";"10000";"A043054";"T001040";"GM0260";"2019SJ00";""
"88354659";"3000   ";"10000";"A043054";"T001040";"GM1673";"2019SJ00";""
"88354679";"3000   ";"10000";"A043054";"T001040";"GM0552";"2019SJ00";""
"88354699";"3000   ";"10000";"A043054";"T001040";"GM0694";"2019SJ00";""
"88354719";"3000   ";"10000";"A043054";"T001040";"GM0418";"2019SJ00";""
"88354739";"3000   ";"10000";"A043054";"T001040";"GM0733";"2019SJ00";""
"88354759";"3000   ";"10000";"A043054";"T001040";"GM1705";"2019SJ00";"      18"
"88354779";"3000   ";"10000";"A043054";"T001040";"GM0553";"2019SJ00";"      20"
"88354799";"3000   ";"10000";"A043054";"T001040";"GM0808";"2019SJ00";""
"88354819";"3000   ";"10000";"A043054";"T001040";"GM0140";"2019SJ00";""
"88354839";"3000   ";"10000";"A043054";"T001040";"GM0262";"2019SJ00";"       7"
"88354859";"3000   ";"10000";"A043054";"T001040";"GM0329";"2019SJ00";""
"88354879";"3000   ";"10000";"A043054";"T001040";"GM0809";"2019SJ00";"       9"
"88354899";"3000   ";"10000";"A043054";"T001040";"GM0330";"2019SJ00";""
"88354919";"3000   ";"10000";"A043054";"T001040";"GM0331";"2019SJ00";"       7"
"88354939";"3000   ";"10000";"A043054";"T001040";"GM0024";"2019SJ00";"       2"
"88354959";"3000   ";"10000";"A043054";"T001040";"GM0168";"2019SJ00";"       4"
"88354979";"3000   ";"10000";"A043054";"T001040";"GM0332";"2019SJ00";""
"88354999";"3000   ";"10000";"A043054";"T001040";"GM0333";"2019SJ00";""
"88355019";"3000   ";"10000";"A043054";"T001040";"GM0334";"2019SJ00";""
"88355039";"3000   ";"10000";"A043054";"T001040";"GM0933";"2019SJ00";""
"88355059";"3000   ";"10000";"A043054";"T001040";"GM0934";"2019SJ00";""
"88355079";"3000   ";"10000";"A043054";"T001040";"GM1671";"2019SJ00";""
"88355099";"3000   ";"10000";"A043054";"T001040";"GM0263";"2019SJ00";"      11"
"88355119";"3000   ";"10000";"A043054";"T001040";"GM1641";"2019SJ00";"      10"
"88355139";"3000   ";"10000";"A043054";"T001040";"GM0555";"2019SJ00";""
"88355159";"3000   ";"10000";"A043054";"T001040";"GM0556";"2019SJ00";"      13"
"88355179";"3000   ";"10000";"A043054";"T001040";"GM0935";"2019SJ00";"     465"
"88355199";"3000   ";"10000";"A043054";"T001040";"GM0936";"2019SJ00";""
"88355219";"3000   ";"10000";"A043054";"T001040";"GM0169";"2019SJ00";""
"88355239";"3000   ";"10000";"A043054";"T001040";"GM1663";"2019SJ00";""
"88355259";"3000   ";"10000";"A043054";"T001040";"GM0025";"2019SJ00";""
"88355279";"3000   ";"10000";"A043054";"T001040";"GM0420";"2019SJ00";"       9"
"88355299";"3000   ";"10000";"A043054";"T001040";"GM0993";"2019SJ00";""
"88355319";"3000   ";"10000";"A043054";"T001040";"GM0938";"2019SJ00";"       4"
"88355339";"3000   ";"10000";"A043054";"T001040";"GM1948";"2019SJ00";"      31"
"88355359";"3000   ";"10000";"A043054";"T001040";"GM0941";"2019SJ00";""
